Pais;Provincia;Pontos;Preco
FR       ;Burgundy         ;86;
FR       ;Beaujolais       ;87;15
FR       ;Rhône Valley     ;87;17
FR       ;Champagne        ;87;35
FR       ;Champagne        ;86;55
FR       ;Champagne        ;85;39
FR       ;Rhône Valley     ;91;28
FR       ;Southwest France ;91;25
FR       ;Bordeaux         ;89;25
FR       ;Bordeaux         ;89;25
FR       ;Bordeaux         ;89;10
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;91;68
FR       ;Loire Valley     ;90;
FR       ;Loire Valley     ;90;18
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;87;18
FR       ;Bordeaux         ;87;18
FR       ;Bordeaux         ;87;13
FR       ;Alsace           ;91;23
FR       ;Alsace           ;91;35
FR       ;Alsace           ;91;
FR       ;Alsace           ;91;35
FR       ;Beaujolais       ;91;
FR       ;Alsace           ;91;24
FR       ;Southwest France ;90;21
FR       ;Rhône Valley     ;90;20
FR       ;Southwest France ;88;
FR       ;Beaujolais       ;88;20
FR       ;Beaujolais       ;88;17
FR       ;Loire Valley     ;90;14
FR       ;France Other     ;84;10
FR       ;Bordeaux         ;84;53
FR       ;Bordeaux         ;87;20
FR       ;Bordeaux         ;87;
FR       ;Provence         ;91;19
FR       ;Provence         ;91;29
FR       ;Provence         ;91;30
FR       ;Provence         ;91;29
FR       ;Provence         ;91;19
FR       ;Provence         ;91;45
FR       ;Bordeaux         ;84;10
FR       ;Bordeaux         ;84;12
FR       ;Bordeaux         ;84;
FR       ;Bordeaux         ;84;
FR       ;Loire Valley     ;84;14
FR       ;Loire Valley     ;84;11
FR       ;Loire Valley     ;84;14
FR       ;Loire Valley     ;84;12
FR       ;Southwest France ;94;60
FR       ;Champagne        ;90;
FR       ;France Other     ;90;30
FR       ;Champagne        ;90;65
FR       ;Burgundy         ;90;65
FR       ;Provence         ;90;20
FR       ;France Other     ;90;16
FR       ;Burgundy         ;85;13
FR       ;Beaujolais       ;85;14
FR       ;Languedoc-Roussil;85;12
FR       ;Burgundy         ;85;15
FR       ;Alsace           ;90;48
FR       ;Languedoc-Roussil;91;50
FR       ;Languedoc-Roussil;91;39
FR       ;Beaujolais       ;91;
FR       ;Southwest France ;90;19
FR       ;Loire Valley     ;90;28
FR       ;Champagne        ;90;55
FR       ;Loire Valley     ;93;40
FR       ;Alsace           ;93;25
FR       ;Alsace           ;93;28
FR       ;Champagne        ;93;75
FR       ;Champagne        ;93;56
FR       ;Champagne        ;93;60
FR       ;Alsace           ;93;29
FR       ;Bordeaux         ;86;13
FR       ;Bordeaux         ;86;10
FR       ;Bordeaux         ;86;12
FR       ;Bordeaux         ;86;15
FR       ;Rhône Valley     ;90;68
FR       ;Rhône Valley     ;90;28
FR       ;Southwest France ;90;19
FR       ;Loire Valley     ;90;35
FR       ;Champagne        ;87;59
FR       ;Bordeaux         ;87;12
FR       ;Beaujolais       ;87;
FR       ;Southwest France ;89;20
FR       ;Champagne        ;89;79
FR       ;Bordeaux         ;82;14
FR       ;Bordeaux         ;81;11
FR       ;Southwest France ;80;8
FR       ;Burgundy         ;87;26
FR       ;Burgundy         ;87;23
FR       ;France Other     ;87;28
FR       ;Burgundy         ;87;20
FR       ;Burgundy         ;87;25
FR       ;Burgundy         ;87;25
FR       ;Burgundy         ;89;20
FR       ;Burgundy         ;95;300
FR       ;Burgundy         ;95;180
FR       ;Burgundy         ;95;187
FR       ;Rhône Valley     ;95;120
FR       ;Burgundy         ;95;520
FR       ;Burgundy         ;94;175
FR       ;Burgundy         ;94;
FR       ;Rhône Valley     ;94;140
FR       ;Burgundy         ;94;257
FR       ;Bordeaux         ;88;
FR       ;Bordeaux         ;88;17
FR       ;Loire Valley     ;86;22
FR       ;Loire Valley     ;86;
FR       ;Champagne        ;87;65
FR       ;Alsace           ;87;32
FR       ;Champagne        ;87;39
FR       ;Bordeaux         ;87;14
FR       ;Bordeaux         ;87;20
FR       ;Bordeaux         ;87;18
FR       ;Bordeaux         ;87;18
FR       ;Alsace           ;87;16
FR       ;Bordeaux         ;93;30
FR       ;Bordeaux         ;93;47
FR       ;Bordeaux         ;82;15
FR       ;Bordeaux         ;82;
FR       ;France Other     ;82;
FR       ;Bordeaux         ;81;13
FR       ;Bordeaux         ;87;
FR       ;Bordeaux         ;87;34
FR       ;Bordeaux         ;87;15
FR       ;Bordeaux         ;87;26
FR       ;Bordeaux         ;87;15
FR       ;Bordeaux         ;87;35
FR       ;Bordeaux         ;91;26
FR       ;Rhône Valley     ;91;15
FR       ;Rhône Valley     ;91;34
FR       ;Burgundy         ;87;
FR       ;Loire Valley     ;92;30
FR       ;Loire Valley     ;92;32
FR       ;Loire Valley     ;92;19
FR       ;Beaujolais       ;86;
FR       ;Burgundy         ;91;50
FR       ;Burgundy         ;91;79
FR       ;Burgundy         ;91;130
FR       ;France Other     ;85;15
FR       ;Burgundy         ;85;15
FR       ;France Other     ;85;
FR       ;France Other     ;85;15
FR       ;Champagne        ;87;
FR       ;France Other     ;87;
FR       ;Champagne        ;87;59
FR       ;Burgundy         ;87;32
FR       ;Rhône Valley     ;87;16
FR       ;Southwest France ;87;25
FR       ;Southwest France ;87;19
FR       ;Southwest France ;87;11
FR       ;Loire Valley     ;87;30
FR       ;Bordeaux         ;86;15
FR       ;Bordeaux         ;86;15
FR       ;Loire Valley     ;86;30
FR       ;Loire Valley     ;86;27
FR       ;Champagne        ;88;46
FR       ;Beaujolais       ;84;
FR       ;Burgundy         ;90;19
FR       ;Champagne        ;90;45
FR       ;Burgundy         ;90;20
FR       ;Loire Valley     ;92;15
FR       ;Burgundy         ;92;50
FR       ;Burgundy         ;92;70
FR       ;Bordeaux         ;85;14
FR       ;Bordeaux         ;85;16
FR       ;Bordeaux         ;85;12
FR       ;Bordeaux         ;85;13
FR       ;Bordeaux         ;85;19
FR       ;Bordeaux         ;91;120
FR       ;Bordeaux         ;91;
FR       ;Languedoc-Roussil;85;
FR       ;Languedoc-Roussil;85;15
FR       ;Champagne        ;92;199
FR       ;Champagne        ;92;75
FR       ;Champagne        ;92;60
FR       ;Champagne        ;92;69
FR       ;Champagne        ;92;50
FR       ;Bordeaux         ;90;
FR       ;Burgundy         ;86;30
FR       ;Burgundy         ;86;
FR       ;Bordeaux         ;90;15
FR       ;Alsace           ;90;20
FR       ;Alsace           ;90;20
FR       ;Loire Valley     ;91;27
FR       ;Loire Valley     ;91;22
FR       ;Loire Valley     ;91;39
FR       ;Loire Valley     ;91;28
FR       ;Loire Valley     ;91;
FR       ;Bordeaux         ;84;11
FR       ;Bordeaux         ;84;24
FR       ;Provence         ;86;
FR       ;Provence         ;86;19
FR       ;Provence         ;86;11
FR       ;Bordeaux         ;90;40
FR       ;Bordeaux         ;90;30
FR       ;Bordeaux         ;90;55
FR       ;Champagne        ;94;400
FR       ;Champagne        ;94;200
FR       ;Bordeaux         ;87;
FR       ;Alsace           ;87;22
FR       ;Bordeaux         ;87;24
FR       ;Provence         ;88;40
FR       ;Provence         ;88;20
FR       ;Provence         ;88;23
FR       ;Bordeaux         ;85;21
FR       ;Loire Valley     ;85;11
FR       ;Bordeaux         ;85;
FR       ;Bordeaux         ;85;13
FR       ;Bordeaux         ;85;16
FR       ;Loire Valley     ;85;
FR       ;Bordeaux         ;87;17
FR       ;Southwest France ;87;13
FR       ;Champagne        ;87;59
FR       ;Alsace           ;87;20
FR       ;Champagne        ;87;
FR       ;Champagne        ;87;52
FR       ;Southwest France ;86;12
FR       ;Beaujolais       ;86;20
FR       ;Southwest France ;86;11
FR       ;Beaujolais       ;86;9
FR       ;Bordeaux         ;87;20
FR       ;Bordeaux         ;87;
FR       ;Beaujolais       ;86;
FR       ;Burgundy         ;86;16
FR       ;Bordeaux         ;88;
FR       ;Bordeaux         ;88;
FR       ;Bordeaux         ;88;
FR       ;Bordeaux         ;88;
FR       ;Provence         ;90;20
FR       ;Beaujolais       ;83;13
FR       ;Languedoc-Roussil;84;
FR       ;Loire Valley     ;88;45
FR       ;Bordeaux         ;85;15
FR       ;Languedoc-Roussil;85;18
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;90;30
FR       ;Provence         ;88;20
FR       ;Southwest France ;88;16
FR       ;Beaujolais       ;91;30
FR       ;Burgundy         ;91;120
FR       ;Burgundy         ;91;55
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;91;
FR       ;Burgundy         ;91;24
FR       ;Burgundy         ;91;
FR       ;Languedoc-Roussil;90;40
FR       ;Rhône Valley     ;94;49
FR       ;Beaujolais       ;94;24
FR       ;Beaujolais       ;94;24
FR       ;Southwest France ;84;12
FR       ;Loire Valley     ;84;13
FR       ;Southwest France ;84;16
FR       ;Loire Valley     ;83;13
FR       ;Burgundy         ;92;
FR       ;Burgundy         ;92;
FR       ;Burgundy         ;91;36
FR       ;Alsace           ;90;22
FR       ;Alsace           ;90;33
FR       ;Loire Valley     ;90;20
FR       ;Rhône Valley     ;85;15
FR       ;Champagne        ;89;99
FR       ;Champagne        ;89;46
FR       ;Burgundy         ;89;29
FR       ;Burgundy         ;89;50
FR       ;Loire Valley     ;89;30
FR       ;Alsace           ;83;17
FR       ;Beaujolais       ;86;15
FR       ;France Other     ;86;12
FR       ;Beaujolais       ;84;
FR       ;Burgundy         ;84;14
FR       ;Bordeaux         ;89;18
FR       ;Bordeaux         ;89;
FR       ;Bordeaux         ;90;30
FR       ;Bordeaux         ;90;14
FR       ;Bordeaux         ;86;20
FR       ;Bordeaux         ;85;17
FR       ;France Other     ;92;75
FR       ;Burgundy         ;92;30
FR       ;Burgundy         ;92;50
FR       ;Alsace           ;86;24
FR       ;Southwest France ;90;32
FR       ;Burgundy         ;90;25
FR       ;Loire Valley     ;93;
FR       ;Beaujolais       ;85;
FR       ;Beaujolais       ;85;10
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;40
FR       ;Rhône Valley     ;92;96
FR       ;Bordeaux         ;92;60
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;87;9
FR       ;Alsace           ;84;12
FR       ;Loire Valley     ;91;20
FR       ;Alsace           ;91;25
FR       ;Champagne        ;91;62
FR       ;Alsace           ;91;45
FR       ;Alsace           ;91;20
FR       ;Languedoc-Roussil;86;9
FR       ;Loire Valley     ;91;
FR       ;Provence         ;90;
FR       ;Southwest France ;88;14
FR       ;Bordeaux         ;88;
FR       ;Bordeaux         ;88;18
FR       ;Loire Valley     ;83;12
FR       ;Bordeaux         ;91;38
FR       ;Bordeaux         ;91;
FR       ;Southwest France ;86;
FR       ;Burgundy         ;86;18
FR       ;Alsace           ;91;18
FR       ;Burgundy         ;89;45
FR       ;Burgundy         ;89;35
FR       ;Loire Valley     ;89;16
FR       ;Burgundy         ;87;
FR       ;Champagne        ;94;69
FR       ;Champagne        ;94;150
FR       ;Burgundy         ;88;37
FR       ;Burgundy         ;88;37
FR       ;Burgundy         ;88;28
FR       ;Southwest France ;88;15
FR       ;Southwest France ;87;
FR       ;Languedoc-Roussil;87;23
FR       ;Southwest France ;87;15
FR       ;Bordeaux         ;87;15
FR       ;Bordeaux         ;87;
FR       ;Bordeaux         ;92;35
FR       ;Bordeaux         ;92;29
FR       ;Bordeaux         ;91;15
FR       ;Bordeaux         ;91;33
FR       ;Bordeaux         ;91;14
FR       ;Bordeaux         ;91;25
FR       ;Burgundy         ;87;
FR       ;Burgundy         ;87;25
FR       ;Burgundy         ;86;
FR       ;Bordeaux         ;90;26
FR       ;Rhône Valley     ;89;17
FR       ;Rhône Valley     ;89;15
FR       ;Bordeaux         ;88;30
FR       ;Bordeaux         ;86;20
FR       ;Beaujolais       ;86;15
FR       ;Beaujolais       ;86;13
FR       ;Bordeaux         ;86;
FR       ;Bordeaux         ;86;15
FR       ;Bordeaux         ;86;
FR       ;Alsace           ;92;54
FR       ;Alsace           ;92;59
FR       ;Alsace           ;92;40
FR       ;Alsace           ;89;15
FR       ;Alsace           ;89;15
FR       ;Southwest France ;91;20
FR       ;Loire Valley     ;91;50
FR       ;Loire Valley     ;91;35
FR       ;Bordeaux         ;84;15
FR       ;Bordeaux         ;84;14
FR       ;Bordeaux         ;84;9
FR       ;Bordeaux         ;84;14
FR       ;Bordeaux         ;84;30
FR       ;Bordeaux         ;83;10
FR       ;France Other     ;88;22
FR       ;France Other     ;88;16
FR       ;Burgundy         ;88;25
FR       ;Burgundy         ;84;25
FR       ;Burgundy         ;84;25
FR       ;Burgundy         ;89;70
FR       ;Alsace           ;89;17
FR       ;Alsace           ;89;30
FR       ;Bordeaux         ;94;
FR       ;Bordeaux         ;94;
FR       ;Burgundy         ;91;
FR       ;Provence         ;91;23
FR       ;Burgundy         ;90;70
FR       ;Provence         ;86;16
FR       ;Bordeaux         ;92;23
FR       ;Rhône Valley     ;92;113
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Burgundy         ;89;15
FR       ;Burgundy         ;89;24
FR       ;Champagne        ;89;45
FR       ;Champagne        ;89;50
FR       ;Alsace           ;90;24
FR       ;Alsace           ;90;18
FR       ;Alsace           ;90;25
FR       ;Languedoc-Roussil;87;15
FR       ;Provence         ;88;26
FR       ;Beaujolais       ;88;15
FR       ;Southwest France ;88;17
FR       ;Beaujolais       ;88;12
FR       ;Alsace           ;88;24
FR       ;Beaujolais       ;88;20
FR       ;Beaujolais       ;88;12
FR       ;Alsace           ;90;22
FR       ;Provence         ;91;24
FR       ;Provence         ;91;25
FR       ;Provence         ;91;20
FR       ;Burgundy         ;88;35
FR       ;Burgundy         ;88;56
FR       ;Burgundy         ;88;28
FR       ;Burgundy         ;88;24
FR       ;Loire Valley     ;91;32
FR       ;Loire Valley     ;91;20
FR       ;Champagne        ;91;40
FR       ;Champagne        ;91;40
FR       ;Beaujolais       ;89;
FR       ;Rhône Valley     ;89;18
FR       ;Beaujolais       ;89;21
FR       ;Champagne        ;87;60
FR       ;Champagne        ;87;67
FR       ;Burgundy         ;93;40
FR       ;Champagne        ;93;56
FR       ;Champagne        ;93;79
FR       ;Champagne        ;93;40
FR       ;Southwest France ;95;35
FR       ;Burgundy         ;86;
FR       ;Champagne        ;93;153
FR       ;Alsace           ;93;40
FR       ;Champagne        ;93;105
FR       ;Champagne        ;93;95
FR       ;Burgundy         ;89;80
FR       ;Bordeaux         ;86;13
FR       ;Bordeaux         ;86;14
FR       ;Loire Valley     ;86;15
FR       ;Bordeaux         ;86;18
FR       ;Burgundy         ;90;33
FR       ;Burgundy         ;90;63
FR       ;Burgundy         ;90;42
FR       ;Loire Valley     ;90;
FR       ;Burgundy         ;90;24
FR       ;Bordeaux         ;93;
FR       ;Bordeaux         ;93;200
FR       ;Alsace           ;90;26
FR       ;Southwest France ;90;
FR       ;Southwest France ;90;50
FR       ;Burgundy         ;94;450
FR       ;Burgundy         ;94;75
FR       ;Burgundy         ;94;125
FR       ;Burgundy         ;94;103
FR       ;Burgundy         ;94;163
FR       ;Burgundy         ;93;113
FR       ;Burgundy         ;93;35
FR       ;Champagne        ;93;80
FR       ;Burgundy         ;89;30
FR       ;Burgundy         ;89;50
FR       ;Burgundy         ;89;
FR       ;Southwest France ;94;50
FR       ;Languedoc-Roussil;92;45
FR       ;Champagne        ;94;125
FR       ;Champagne        ;94;80
FR       ;Champagne        ;94;80
FR       ;Alsace           ;94;30
FR       ;Alsace           ;94;30
FR       ;Alsace           ;94;37
FR       ;Alsace           ;94;25
FR       ;Alsace           ;94;40
FR       ;Alsace           ;94;44
FR       ;Burgundy         ;92;
FR       ;Rhône Valley     ;92;99
FR       ;Rhône Valley     ;92;35
FR       ;Burgundy         ;92;57
FR       ;Bordeaux         ;88;14
FR       ;Bordeaux         ;91;23
FR       ;Bordeaux         ;91;35
FR       ;Bordeaux         ;85;22
FR       ;Bordeaux         ;85;22
FR       ;Bordeaux         ;85;12
FR       ;Bordeaux         ;97;698
FR       ;Bordeaux         ;97;285
FR       ;Bordeaux         ;97;150
FR       ;Bordeaux         ;96;400
FR       ;Bordeaux         ;96;75
FR       ;Bordeaux         ;96;475
FR       ;Bordeaux         ;96;110
FR       ;Bordeaux         ;96;200
FR       ;Alsace           ;96;120
FR       ;Bordeaux         ;96;175
FR       ;Provence         ;89;15
FR       ;Provence         ;89;
FR       ;Burgundy         ;88;40
FR       ;Burgundy         ;88;18
FR       ;Burgundy         ;91;
FR       ;France Other     ;86;14
FR       ;Loire Valley     ;85;14
FR       ;France Other     ;85;13
FR       ;Bordeaux         ;85;25
FR       ;Bordeaux         ;85;15
FR       ;Bordeaux         ;85;14
FR       ;Loire Valley     ;85;20
FR       ;France Other     ;85;33
FR       ;Loire Valley     ;85;13
FR       ;Bordeaux         ;86;17
FR       ;Bordeaux         ;86;17
FR       ;Bordeaux         ;86;12
FR       ;France Other     ;86;10
FR       ;France Other     ;86;22
FR       ;Rhône Valley     ;89;27
FR       ;Rhône Valley     ;88;60
FR       ;Rhône Valley     ;88;37
FR       ;Bordeaux         ;87;20
FR       ;Bordeaux         ;87;21
FR       ;Bordeaux         ;87;18
